log,FA_name,FA_number,area,marker bed,bed_number,bed_thickness,sand/mud,gs_base,gs_top,event_th,sand_proportion,,
PBO2d ,upper_overbank,4,distal,,50,1,s,fs,vfs,,,,
PBO2d ,upper_overbank,4,distal,,51,1,m,m,m,2,50,,
PBO2d ,upper_overbank,4,distal,OV7,52,11,s,vfs,csi,,,,
PBO2d ,upper_overbank,4,distal,,53,9,m,m,m,20,55,,
PBO2d ,upper_overbank,4,distal,,54,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,55,6,m,m,m,6.5,7.692307692,,
PBO2d ,upper_overbank,4,distal,,56,1,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,57,3,m,m,m,4,25,,
PBO2d ,upper_overbank,4,distal,,58,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,59,5,m,m,m,5.5,9.090909091,,
PBO2d ,upper_overbank,4,distal,,60,0.5,s,csi,csi,,,,
PBO2d ,upper_overbank,4,distal,,61,3,m,m,m,3.5,14.28571429,,
PBO2d ,upper_overbank,4,distal,,62,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,63,1,m,m,m,1.5,33.33333333,,
PBO2d ,upper_overbank,4,distal,,64,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,65,1,m,m,m,1.5,33.33333333,,
PBO2d ,upper_overbank,4,distal,,66,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,67,2.5,m,m,m,3,16.66666667,,
PBO2d ,upper_overbank,4,distal,,68,1.5,s,vfs,csi,,,,
PBO2d ,upper_overbank,4,distal,,69,4,m,m,m,5.5,27.27272727,,
PBO2d ,upper_overbank,4,distal,,70,1,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,71,2,m,m,m,3,33.33333333,,
PBO2d ,upper_overbank,4,distal,,72,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,73,1,m,m,m,1.5,33.33333333,,
PBO2d ,upper_overbank,4,distal,,74,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,75,4,m,m,m,4.5,11.11111111,,
PBO2d ,upper_overbank,4,distal,,76,0.5,s,vfs,csi,,,,
PBO2d ,upper_overbank,4,distal,,77,5,m,m,m,5.5,9.090909091,,
PBO2d ,upper_overbank,4,distal,,78,1,s,vfs,csi,,,,
PBO2d ,upper_overbank,4,distal,,79,5,m,m,m,6,16.66666667,,
PBO2d ,upper_overbank,4,distal,,80,2,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,81,5,m,m,m,7,28.57142857,,
PBO2d ,upper_overbank,4,distal,,82,1,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,83,6,m,m,m,7,14.28571429,,
PBO2d ,upper_overbank,4,distal,,84,0.5,s,vfs,csi,,,,
PBO2d ,upper_overbank,4,distal,,85,8,m,m,m,8.5,5.882352941,,
PBO2d ,upper_overbank,4,distal,,86,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,87,7,m,m,m,7.5,6.666666667,,
PBO2d ,upper_overbank,4,distal,,88,0.5,s,vfs,vfs,,,,
PBO2d ,upper_overbank,4,distal,,89,1,m,m,m,1.5,33.33333333,,
PBO2d ,upper_overbank,4,distal,,90,0.5,s,csi,csi,,,,
PBO2d ,upper_overbank,4,distal,,91,1,m,m,m,1.5,33.33333333,,
PBO2d ,upper_overbank,4,distal,,92,0.5,s,csi,fsi,,,,
PBO2d ,upper_overbank,4,distal,,93,7,m,m,m,7.5,6.666666667,,
PBO2d ,upper_overbank,4,distal,,94,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,1,8,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,2,1,m,m,m,9,88.88888889,,
PBON1,lower_overbank,3,proximal,,3,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,4,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,5,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,6,3,m,m,m,3.5,14.28571429,,
PBON1,lower_overbank,3,proximal,,7,1,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,8,0.5,m,m,m,1.5,66.66666667,,
PBON1,lower_overbank,3,proximal,,9,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,10,2,m,m,m,2.5,20,,
PBON1,lower_overbank,3,proximal,,11,1,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,12,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,13,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,14,1,m,m,m,2.5,60,,
PBON1,lower_overbank,3,proximal,,15,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,16,2,m,m,m,2.5,20,,
PBON1,lower_overbank,3,proximal,,17,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,18,2,m,m,m,3,33.33333333,,
PBON1,lower_overbank,3,proximal,,19,4,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,20,2,m,m,m,6,66.66666667,,
PBON1,lower_overbank,3,proximal,,21,1,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,22,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,23,2,s,ms,fs,,,,
PBON1,lower_overbank,3,proximal,,24,8,m,m,m,10,20,,
PBON1,lower_overbank,3,proximal,,25,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,26,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,27,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,28,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,29,0.5,s,csi,csi,,,,
PBON1,lower_overbank,3,proximal,,30,1.5,m,m,m,2,25,,
PBON1,lower_overbank,3,proximal,,31,9,s,ms,vfs,,,,
PBON1,lower_overbank,3,proximal,,32,6,m,m,m,15,60,,
PBON1,lower_overbank,3,proximal,,33,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,34,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,35,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,36,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,37,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,38,9,m,m,m,10,10,,
PBON1,lower_overbank,3,proximal,,39,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,40,9,m,m,m,10.5,14.28571429,,
PBON1,lower_overbank,3,proximal,,41,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,42,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,43,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,44,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,45,1,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,46,2,m,m,m,3,33.33333333,,
PBON1,lower_overbank,3,proximal,,47,0.5,s,fs,fs,,,,
PBON1,lower_overbank,3,proximal,,48,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,49,0.5,s,fs,fs,,,,
PBON1,lower_overbank,3,proximal,,50,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,51,2,s,fs,csi,,,,
PBON1,lower_overbank,3,proximal,,52,2,m,m,m,4,50,,
PBON1,lower_overbank,3,proximal,,53,3,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,54,5,m,m,m,8,37.5,,
PBON1,lower_overbank,3,proximal,,55,3,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,56,3,m,m,m,6,50,,
PBON1,lower_overbank,3,proximal,,57,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,58,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,59,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,60,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,61,3,s,ms,vfs,,,,
PBON1,lower_overbank,3,proximal,,62,4,m,m,m,7,42.85714286,,
PBON1,lower_overbank,3,proximal,,63,0.5,s,fs,fs,,,,
PBON1,lower_overbank,3,proximal,,64,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,65,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,66,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,67,4,s,ms,fs,,,,
PBON1,lower_overbank,3,proximal,,68,0.5,m,m,m,4.5,88.88888889,,
PBON1,lower_overbank,3,proximal,,69,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,70,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,71,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,72,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,73,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,74,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,75,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,76,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,77,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,78,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,79,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,80,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,81,2,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,82,0.5,m,m,m,2.5,80,,
PBON1,lower_overbank,3,proximal,,83,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,84,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,85,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,86,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,87,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,88,0.5,m,m,m,1.5,66.66666667,,
PBON1,lower_overbank,3,proximal,,89,1,s,ms,vfs,,,,
PBON1,lower_overbank,3,proximal,,90,2,m,m,m,3,33.33333333,,
PBON1,lower_overbank,3,proximal,,91,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,92,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,93,0.5,s,fs,fs,,,,
PBON1,lower_overbank,3,proximal,,94,2,m,m,m,2.5,20,,
PBON1,lower_overbank,3,proximal,,95,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,96,3,m,m,m,4,25,,
PBON1,lower_overbank,3,proximal,,97,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,98,0.5,m,m,m,2,75,,
PBON1,lower_overbank,3,proximal,,99,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,100,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,101,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,102,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,103,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,104,2,m,m,m,2.5,20,,
PBON1,lower_overbank,3,proximal,,105,0.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,106,2.5,m,m,m,3,16.66666667,,
PBON1,lower_overbank,3,proximal,,107,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,108,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,109,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,110,5,m,m,m,5.5,9.090909091,,
PBON1,lower_overbank,3,proximal,,111,3,s,fs,csi,,,,
PBON1,lower_overbank,3,proximal,,112,10,m,m,m,13,23.07692308,,
PBON1,lower_overbank,3,proximal,,113,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,114,6,m,m,m,7,14.28571429,,
PBON1,lower_overbank,3,proximal,,115,2,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,116,2,m,m,m,4,50,,
PBON1,lower_overbank,3,proximal,,117,2,s,ms,fs,,,,
PBON1,lower_overbank,3,proximal,,118,2,m,m,m,4,50,,
PBON1,lower_overbank,3,proximal,,119,2,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,120,1,m,m,m,3,66.66666667,,
PBON1,lower_overbank,3,proximal,,121,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,122,1,m,m,m,2.5,60,,
PBON1,lower_overbank,3,proximal,,123,2,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,124,0.5,m,m,m,2.5,80,,
PBON1,lower_overbank,3,proximal,,125,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,126,0.5,m,m,m,1.5,66.66666667,,
PBON1,lower_overbank,3,proximal,,127,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,128,0.5,m,m,m,1.5,66.66666667,,
PBON1,lower_overbank,3,proximal,,129,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,130,3,m,m,m,4,25,,
PBON1,lower_overbank,3,proximal,,131,3,s,ms,fs,,,,
PBON1,lower_overbank,3,proximal,,132,3,m,m,m,6,50,,
PBON1,lower_overbank,3,proximal,,133,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,134,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,135,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,136,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,137,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,138,0.5,m,m,m,1,50,,
PBON1,lower_overbank,3,proximal,,139,0.5,s,vfs,csi,,,,
PBON1,lower_overbank,3,proximal,,140,1,m,m,m,1.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,141,2,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,142,1,m,m,m,3,66.66666667,,
PBON1,lower_overbank,3,proximal,,143,3,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,144,2,m,m,m,5,60,,
PBON1,lower_overbank,3,proximal,,145,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,146,2,m,m,m,3,33.33333333,,
PBON1,lower_overbank,3,proximal,,147,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,148,4,m,m,m,5.5,27.27272727,,
PBON1,lower_overbank,3,proximal,,149,1.5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,150,3,m,m,m,4.5,33.33333333,,
PBON1,lower_overbank,3,proximal,,151,5,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,152,1,m,m,m,6,83.33333333,,
PBON1,lower_overbank,3,proximal,,153,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,154,1,m,m,m,2,50,,
PBON1,lower_overbank,3,proximal,,155,1,s,fs,vfs,,,,
PBON1,lower_overbank,3,proximal,,156,0.5,m,m,m,1.5,66.66666667,,
PBON1,lower_overbank,3,proximal,,157,0.5,s,vfs,vfs,,,,
PBON1,lower_overbank,3,proximal,,158,5,m,m,m,5.5,9.090909091,,
PBON1,lower_overbank,3,proximal,,159,23,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,1,1.5,s,fs,fs,,,,
PBON2,lower_overbank,3,proximal,,2,5,m,m,m,6.5,23.07692308,,
PBON2,lower_overbank,3,proximal,,3,1,s,csi,csi,,,,
PBON2,lower_overbank,3,proximal,,4,5,m,m,m,6,16.66666667,,
PBON2,lower_overbank,3,proximal,,5,3,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,6,2,m,m,m,5,60,,
PBON2,lower_overbank,3,proximal,,7,3,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,8,3,m,m,m,6,50,,
PBON2,lower_overbank,3,proximal,,9,1,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,10,1,m,m,m,2,50,,
PBON2,lower_overbank,3,proximal,,11,1,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,12,1,m,m,m,2,50,,
PBON2,lower_overbank,3,proximal,,13,0.5,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,14,0.5,m,m,m,1,50,,
PBON2,lower_overbank,3,proximal,,15,0.5,s,vfs,csi,,,,
PBON2,lower_overbank,3,proximal,,16,0.5,m,m,m,1,50,,
PBON2,lower_overbank,3,proximal,,17,0.5,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,18,1,m,m,m,1.5,33.33333333,,
PBON2,lower_overbank,3,proximal,,19,3,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,20,3,m,m,m,6,50,,
PBON2,lower_overbank,3,proximal,,21,3,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,22,2,m,m,m,5,60,,
PBON2,lower_overbank,3,proximal,,23,12,s,fs,fs,,,,
PBON2,lower_overbank,3,proximal,,24,3,m,m,m,15,80,,
PBON2,lower_overbank,3,proximal,,25,1,s,fs,csi,,,,
PBON2,lower_overbank,3,proximal,,26,3,m,m,m,4,25,,
PBON2,lower_overbank,3,proximal,,27,4,s,ms,vfs,,,,
PBON2,lower_overbank,3,proximal,,28,5,m,m,m,9,44.44444444,,
PBON2,lower_overbank,3,proximal,,29,6,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,30,5,m,m,m,11,54.54545455,,
PBON2,lower_overbank,3,proximal,,31,2,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,32,2,m,m,m,4,50,,
PBON2,lower_overbank,3,proximal,,33,5,s,ms,vfs,,,,
PBON2,lower_overbank,3,proximal,,34,5,m,m,m,10,50,,
PBON2,lower_overbank,3,proximal,,35,2,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,36,4,m,m,m,6,33.33333333,,
PBON2,lower_overbank,3,proximal,,37,4,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,38,2,m,m,m,6,66.66666667,,
PBON2,lower_overbank,3,proximal,,39,6,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,40,3,m,m,m,9,66.66666667,,
PBON2,lower_overbank,3,proximal,,41,1,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,42,0.5,m,m,m,1.5,66.66666667,,
PBON2,lower_overbank,3,proximal,,43,0.5,s,vfs,csi,,,,
PBON2,lower_overbank,3,proximal,,44,0.5,m,m,m,1,50,,
PBON2,lower_overbank,3,proximal,,45,2,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,46,1,m,m,m,3,66.66666667,,
PBON2,lower_overbank,3,proximal,,47,1,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,48,0.5,m,m,m,1.5,66.66666667,,
PBON2,lower_overbank,3,proximal,,49,0.5,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,50,0.5,m,m,m,1,50,,
PBON2,lower_overbank,3,proximal,,51,0.5,s,fs,fs,,,,
PBON2,lower_overbank,3,proximal,,52,0.5,m,m,m,1,50,,
PBON2,lower_overbank,3,proximal,,53,4,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,54,1,m,m,m,5,80,,
PBON2,lower_overbank,3,proximal,,55,1,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,56,2,m,m,m,3,33.33333333,,
PBON2,lower_overbank,3,proximal,,57,2,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,58,1,m,m,m,3,66.66666667,,
PBON2,lower_overbank,3,proximal,,59,2,s,ms,fs,,,,
PBON2,lower_overbank,3,proximal,,60,2,m,m,m,4,50,,
PBON2,lower_overbank,3,proximal,,61,1,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,62,1,m,m,m,2,50,,
PBON2,lower_overbank,3,proximal,,63,3,s,fs,vfs,,,,
PBON2,lower_overbank,3,proximal,,64,5,m,m,m,8,37.5,,
PBON2,lower_overbank,3,proximal,OV2,65,15,s,ms,fs,,,,
PBON3,upper_overbank,4,proximal,,1,7,m,m,m,,,,
PBON3,upper_overbank,4,proximal,,2,1,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,3,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,4,3,s,fs,csi,,,,
PBON3,upper_overbank,4,proximal,,5,3,m,m,m,6,50,,
PBON3,upper_overbank,4,proximal,,6,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,7,1,m,m,m,1.5,33.33333333,,
PBON3,upper_overbank,4,proximal,,8,3,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,9,1.5,m,m,m,4.5,66.66666667,,
PBON3,upper_overbank,4,proximal,,10,1,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,11,9,m,m,m,10,10,,
PBON3,upper_overbank,4,proximal,,12,3,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,13,0.5,m,m,m,3.5,85.71428571,,
PBON3,upper_overbank,4,proximal,,14,3,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,15,2,m,m,m,5,60,,
PBON3,upper_overbank,4,proximal,,16,0.5,s,csi,fs,,,,
PBON3,upper_overbank,4,proximal,,17,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,18,1,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,19,0.5,m,m,m,1.5,66.66666667,,
PBON3,upper_overbank,4,proximal,,20,1,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,21,3,m,m,m,4,25,,
PBON3,upper_overbank,4,proximal,,22,1,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,23,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,24,1,s,csi,fsi,,,,
PBON3,upper_overbank,4,proximal,,25,2,m,m,m,3,33.33333333,,
PBON3,upper_overbank,4,proximal,,26,3,s,fs,csi,,,,
PBON3,upper_overbank,4,proximal,,27,4,m,m,m,7,42.85714286,,
PBON3,upper_overbank,4,proximal,,28,0.5,s,csi,csi,,,,
PBON3,upper_overbank,4,proximal,,29,4,m,m,m,4.5,11.11111111,,
PBON3,upper_overbank,4,proximal,,30,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,31,4,m,m,m,4.5,11.11111111,,
PBON3,upper_overbank,4,proximal,,32,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,33,2,m,m,m,3,33.33333333,,
PBON3,upper_overbank,4,proximal,,34,4,s,fs,fs,,,,
PBON3,upper_overbank,4,proximal,,35,1,m,m,m,5,80,,
PBON3,upper_overbank,4,proximal,,36,2,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,37,1,m,m,m,3,66.66666667,,
PBON3,upper_overbank,4,proximal,,38,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,39,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,40,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,41,2,m,m,m,3,33.33333333,,
PBON3,upper_overbank,4,proximal,,42,2,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,43,1,m,m,m,3,66.66666667,,
PBON3,upper_overbank,4,proximal,,44,0.5,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,45,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,46,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,47,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,48,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,49,2,m,m,m,2.5,20,,
PBON3,upper_overbank,4,proximal,,50,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,51,2,m,m,m,2.5,20,,
PBON3,upper_overbank,4,proximal,,52,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,53,1,m,m,m,1.5,33.33333333,,
PBON3,upper_overbank,4,proximal,,54,6,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,55,5,m,m,m,11,54.54545455,,
PBON3,upper_overbank,4,proximal,,56,1,s,fs,csi,,,,
PBON3,upper_overbank,4,proximal,,57,14,m,m,m,15,6.666666667,,
PBON3,upper_overbank,4,proximal,,58,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,59,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,60,0.5,s,vfs,vfs,,,,
PBON3,upper_overbank,4,proximal,,61,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,62,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,63,0.5,m,m,m,1.5,66.66666667,,
PBON3,upper_overbank,4,proximal,,64,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,65,0.5,m,m,m,1.5,66.66666667,,
PBON3,upper_overbank,4,proximal,,66,0.5,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,67,2,m,m,m,2.5,20,,
PBON3,upper_overbank,4,proximal,,68,3,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,69,2,m,m,m,5,60,,
PBON3,upper_overbank,4,proximal,,70,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,71,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,72,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,73,2.5,m,m,m,3.5,28.57142857,,
PBON3,upper_overbank,4,proximal,,74,1,s,csi,fsi,,,,
PBON3,upper_overbank,4,proximal,,75,1,m,m,m,2,50,,
PBON3,upper_overbank,4,proximal,,76,0.5,s,vfs,vfs,,,,
PBON3,upper_overbank,4,proximal,,77,8,m,m,m,8.5,5.882352941,,
PBON3,upper_overbank,4,proximal,,78,0.5,s,vfs,vfs,,,,
PBON3,upper_overbank,4,proximal,,79,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,80,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,81,1,m,m,m,1.5,33.33333333,,
PBON3,upper_overbank,4,proximal,,82,3,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,83,4,m,m,m,7,42.85714286,,
PBON3,upper_overbank,4,proximal,,84,1,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,85,1.5,m,m,m,2.5,40,,
PBON3,upper_overbank,4,proximal,,86,0.5,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,87,1,m,m,m,1.5,33.33333333,,
PBON3,upper_overbank,4,proximal,,88,0.5,s,fs,fs,,,,
PBON3,upper_overbank,4,proximal,,89,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,90,0.5,s,fs,fs,,,,
PBON3,upper_overbank,4,proximal,,91,1,m,m,m,1.5,33.33333333,,
PBON3,upper_overbank,4,proximal,,92,0.5,s,vfs,vfs,,,,
PBON3,upper_overbank,4,proximal,,93,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,94,0.5,s,vfs,csi,,,,
PBON3,upper_overbank,4,proximal,,95,0.5,m,m,m,1,50,,
PBON3,upper_overbank,4,proximal,,96,0.5,s,csi,fsi,,,,
PBON3,upper_overbank,4,proximal,,97,5,m,m,m,5.5,9.090909091,,
PBON3,upper_overbank,4,proximal,OV 1.5,98,9,s,cs,ms,,,,
PBON3,upper_overbank,4,proximal,,99,5,m,m,m,14,64.28571429,,
PBON3,upper_overbank,4,proximal,,100,2,s,fs,vfs,,,,
PBON3,upper_overbank,4,proximal,,101,14,m,m,m,16,12.5,,
